pais;iso3;anio;valor_en_porcentaje;anioString;colorPais
Francia;FRA;1987;38.51427;1987;#000000
Reino Unido;GBR;1987;6.8945527;1987;#C43E3E
Grecia;GRC;1987;3.3969667;1987;#C43E3E
Hungría;HUN;1987;9.136688;1987;#720034
Indonesia;IDN;1987;2.9112308;1987;#720034
India;IND;1987;8.868162;1987;#608584
Irlanda;IRL;1987;1.8662728;1987;#608584
Irán;IRN;1987;3.5734787;1987;#608584
Israel;ISR;1987;0.026678516;1987;#FF7B03
Italia;ITA;1987;7.3135414;1987;#ABBABA
Japón;JPN;1987;17.543306;1987;#ABBABA
Kazajistán;KAZ;1987;2.035726;1987;#006CBA
República de Corea;KOR;1987;15.876646;1987;#006CBA
Lituania;LTU;1987;15.532288;1987;#C43E3E
Luxemburgo;LUX;1987;1.2274541;1987;#C43E3E
Letonia;LVA;1987;12.136782;1987;#4B4BB0
Marruecos;MAR;1987;3.5068126;1987;#4B4BB0
México;MEX;1987;6.1185946;1987;#4B4BB0
Malasia;MYS;1987;7.5484753;1987;#720034
Países Bajos;NLD;1987;1.3999912;1987;#720034
Noruega;NOR;1987;68.43145;1987;#608584
Nueva Zelanda;NZL;1987;42.211864;1987;#608584
Pakistán;PAK;1987;18.999693;1987;#FF7B03
Perú;PER;1987;27.023897;1987;#FF7B03
Polonia;POL;1987;0.3551029;1987;#006CBA
Rumania;ROU;1987;4.377777;1987;#000000
Rusia;RUS;1987;8.308958;1987;#000000
Arabia Saudita;SAU;1987;0;1987;#000000
Eslovaquia;SVK;1987;15.79752;1987;#C43E3E
Suecia;SWE;1987;58.407967;1987;#4B4BB0
Tailandia;THA;1987;5.194037;1987;#4B4BB0
Turkmenistán;TKM;1987;0.005006666;1987;#4B4BB0
Turquía;TUR;1987;11.513276;1987;#720034
Taiwán (China);TWN;1987;23.56369;1987;#720034
Ucrania;UKR;1987;6.010671;1987;#608584
Estados Unidos;USA;1987;10.672887;1987;#608584
Uzbekistán;UZB;1987;4.200674;1987;#608584
Venezuela;VEN;1987;16.863823;1987;#FF7B03
Vietnam;VNM;1987;5.438617;1987;#FF7B03
Sudáfrica;ZAF;1987;2.3541007;1987;#FF7B03
Australia;AUS;1988;4.64168;1988;#C43E3E
Austria;AUT;1988;32.733353;1988;#4B4BB0
Azerbaiyán;AZE;1988;0.842058;1988;#720034
Bélgica;BEL;1988;21.003311;1988;#608584
Bangladesh;BGD;1988;3.0908637;1988;#608584
Bulgaria;BGR;1988;15.001813;1988;#FF7B03
Bielorrusia;BLR;1988;0.012336068;1988;#FF7B03
Canadá;CAN;1988;37.20411;1988;#006CBA
Suiza;CHE;1988;50.43704;1988;#000000
China;CHN;1988;4.3230724;1988;#C43E3E
Colombia;COL;1988;29.223629;1988;#C43E3E
República Checa;CZE;1988;6.0560846;1988;#4B4BB0
Alemania;DEU;1988;11.835427;1988;#4B4BB0
Dinamarca;DNK;1988;0.5722486;1988;#720034
Argelia;DZA;1988;0.17717436;1988;#720034
Egipto;EGY;1988;7.214404;1988;#608584
España;ESP;1988;24.472641;1988;#FF7B03
Estonia;EST;1988;0;1988;#FF7B03
Argentina;ARG;1988;11.459444;1988;#FF7B03
Brasil;BRA;1988;44.04565;1988;#006CBA
Chile;CHL;1988;28.551182;1988;#000000
Finlandia;FIN;1988;31.296392;1988;#000000
Mundo;OWID_WRL;1988;12.913426;1988;#ABBABA
Francia;FRA;1988;39.82407;1988;#000000
Reino Unido;GBR;1988;7.82496;1988;#C43E3E
Grecia;GRC;1988;2.7383325;1988;#C43E3E
Hungría;HUN;1988;11.4127865;1988;#720034
Indonesia;IDN;1988;3.0289974;1988;#720034
India;IND;1988;9.108613;1988;#608584
Irlanda;IRL;1988;2.3837883;1988;#608584
Irán;IRN;1988;3.6968005;1988;#608584
Israel;ISR;1988;0.024891872;1988;#FF7B03
Italia;ITA;1988;7.320364;1988;#ABBABA
Japón;JPN;1988;16.659359;1988;#ABBABA
Kazajistán;KAZ;1988;2.3956878;1988;#006CBA
República de Corea;KOR;1988;13.806622;1988;#006CBA
Lituania;LTU;1988;20.451012;1988;#C43E3E
Luxemburgo;LUX;1988;1.1297147;1988;#C43E3E
Letonia;LVA;1988;10.432146;1988;#4B4BB0
Marruecos;MAR;1988;3.7663102;1988;#4B4BB0
México;MEX;1988;6.7846136;1988;#4B4BB0
Malasia;MYS;1988;8.279656;1988;#720034
Países Bajos;NLD;1988;1.4865474;1988;#720034
Noruega;NOR;1988;69.97984;1988;#608584
Nueva Zelanda;NZL;1988;42.28657;1988;#608584
Pakistán;PAK;1988;18.619598;1988;#FF7B03
Perú;PER;1988;26.669767;1988;#FF7B03
Polonia;POL;1988;0.36688256;1988;#006CBA
Rumania;ROU;1988;5.6659927;1988;#000000
Rusia;RUS;1988;8.40067;1988;#000000
Arabia Saudita;SAU;1988;0;1988;#000000
Eslovaquia;SVK;1988;15.459297;1988;#C43E3E
Suecia;SWE;1988;59.79699;1988;#4B4BB0
Tailandia;THA;1988;4.262178;1988;#4B4BB0
Turkmenistán;TKM;1988;0.004972991;1988;#4B4BB0
Turquía;TUR;1988;16.268532;1988;#720034
Taiwán (China);TWN;1988;19.496855;1988;#720034
Ucrania;UKR;1988;8.390824;1988;#608584
Estados Unidos;USA;1988;10.814678;1988;#608584
Uzbekistán;UZB;1988;4.415101;1988;#608584
Venezuela;VEN;1988;17.953766;1988;#FF7B03
Vietnam;VNM;1988;7.0410004;1988;#FF7B03
Sudáfrica;ZAF;1988;3.753627;1988;#FF7B03
Australia;AUS;1989;4.4199533;1989;#C43E3E
Austria;AUT;1989;32.40866;1989;#4B4BB0
Azerbaiyán;AZE;1989;0.8257339;1989;#720034
Bélgica;BEL;1989;19.928024;1989;#608584
Bangladesh;BGD;1989;3.907864;1989;#608584
Bulgaria;BGR;1989;14.030793;1989;#FF7B03
Bielorrusia;BLR;1989;0.012754957;1989;#FF7B03
Canadá;CAN;1989;35.013893;1989;#006CBA
Suiza;CHE;1989;48.427616;1989;#000000
China;CHN;1989;4.4680266;1989;#C43E3E
Colombia;COL;1989;30.273563;1989;#C43E3E
República Checa;CZE;1989;6.3041806;1989;#4B4BB0
Alemania;DEU;1989;12.167329;1989;#4B4BB0
Dinamarca;DNK;1989;0.88691425;1989;#720034
Argelia;DZA;1989;0.2249582;1989;#720034
Egipto;EGY;1989;7.3539524;1989;#608584
España;ESP;1989;20.43944;1989;#FF7B03
Estonia;EST;1989;0;1989;#FF7B03
Finlandia;FIN;1989;30.408308;1989;#000000
Argentina;ARG;1989;10.28527;1989;#FF7B03
Brasil;BRA;1989;44.49607;1989;#006CBA
Chile;CHL;1989;21.783056;1989;#000000
Francia;FRA;1989;39.03124;1989;#000000
Mundo;OWID_WRL;1989;12.839289;1989;#ABBABA
Reino Unido;GBR;1989;8.7464695;1989;#C43E3E
Grecia;GRC;1989;2.0288165;1989;#C43E3E
Hungría;HUN;1989;12.089269;1989;#720034
Indonesia;IDN;1989;3.4081194;1989;#720034
India;IND;1989;9.274704;1989;#608584
Irlanda;IRL;1989;1.8510282;1989;#608584
Irán;IRN;1989;2.7610445;1989;#608584
Israel;ISR;1989;0.007137956;1989;#FF7B03
Italia;ITA;1989;6.0404835;1989;#ABBABA
Japón;JPN;1989;16.929388;1989;#ABBABA
Kazajistán;KAZ;1989;2.5722094;1989;#006CBA
República de Corea;KOR;1989;15.194281;1989;#006CBA
Lituania;LTU;1989;24.367962;1989;#C43E3E
Luxemburgo;LUX;1989;0.762681;1989;#C43E3E
Letonia;LVA;1989;12.539953;1989;#4B4BB0
Marruecos;MAR;1989;4.231739;1989;#4B4BB0
México;MEX;1989;7.3806286;1989;#4B4BB0
Malasia;MYS;1989;6.8369017;1989;#720034
Países Bajos;NLD;1989;1.6269062;1989;#720034
Noruega;NOR;1989;71.44203;1989;#608584
Nueva Zelanda;NZL;1989;41.45156;1989;#608584
Pakistán;PAK;1989;17.765394;1989;#FF7B03
Perú;PER;1989;29.208479;1989;#FF7B03
Polonia;POL;1989;0.34613898;1989;#006CBA
Rumania;ROU;1989;5.2358437;1989;#000000
Rusia;RUS;1989;8.377385;1989;#000000
Arabia Saudita;SAU;1989;0;1989;#000000
Eslovaquia;SVK;1989;16.270157;1989;#C43E3E
Suecia;SWE;1989;60.420418;1989;#4B4BB0
Tailandia;THA;1989;5.435299;1989;#4B4BB0
Turkmenistán;TKM;1989;0.004839843;1989;#4B4BB0
Turquía;TUR;1989;10.282754;1989;#720034
Taiwán (China);TWN;1989;17.355942;1989;#720034
Ucrania;UKR;1989;8.004715;1989;#608584
Estados Unidos;USA;1989;11.313686;1989;#608584
Uzbekistán;UZB;1989;3.2768686;1989;#608584
Venezuela;VEN;1989;18.045055;1989;#FF7B03
Vietnam;VNM;1989;15.831219;1989;#FF7B03
Sudáfrica;ZAF;1989;3.9822285;1989;#FF7B03
Australia;AUS;1990;4.4593916;1990;#C43E3E
Austria;AUT;1990;28.908712;1990;#4B4BB0
Azerbaiyán;AZE;1990;1.8816601;1990;#720034
Bélgica;BEL;1990;19.784542;1990;#608584
Bangladesh;BGD;1990;3.5392714;1990;#608584
Bulgaria;BGR;1990;14.506109;1990;#FF7B03
Bielorrusia;BLR;1990;0.012691677;1990;#FF7B03
Canadá;CAN;1990;36.31499;1990;#006CBA
Suiza;CHE;1990;47.075417;1990;#000000
China;CHN;1990;4.723668;1990;#C43E3E
Colombia;COL;1990;32.54881;1990;#C43E3E
República Checa;CZE;1990;7.1593256;1990;#4B4BB0
Alemania;DEU;1990;11.657906;1990;#4B4BB0
Dinamarca;DNK;1990;1.2664864;1990;#720034
Argelia;DZA;1990;0.1267387;1990;#720034
Ecuador;ECU;1990;18.208447;1990;#608584
Egipto;EGY;1990;7.5208664;1990;#608584
España;ESP;1990;21.606882;1990;#FF7B03
Estonia;EST;1990;0;1990;#FF7B03
Finlandia;FIN;1990;31.893682;1990;#000000
Francia;FRA;1990;39.753822;1990;#000000
Argentina;ARG;1990;14.31952;1990;#FF7B03
Brasil;BRA;1990;44.936474;1990;#006CBA
Chile;CHL;1990;18.957916;1990;#000000
Reino Unido;GBR;1990;8.117698;1990;#C43E3E
Mundo;OWID_WRL;1990;13.116701;1990;#ABBABA
Grecia;GRC;1990;1.8226942;1990;#C43E3E
Croacia;HRV;1990;11.523735;1990;#4B4BB0
Hungría;HUN;1990;12.232595;1990;#720034
Indonesia;IDN;1990;3.7318628;1990;#720034
India;IND;1990;9.331527;1990;#608584
Irlanda;IRL;1990;1.7483125;1990;#608584
Irán;IRN;1990;2.6902497;1990;#608584
Israel;ISR;1990;0.00686937;1990;#FF7B03
Italia;ITA;1990;5.5439982;1990;#ABBABA
Japón;JPN;1990;16.18499;1990;#ABBABA
Kazajistán;KAZ;1990;2.5343888;1990;#006CBA
República de Corea;KOR;1990;15.376557;1990;#006CBA
Lituania;LTU;1990;24.543411;1990;#C43E3E
Luxemburgo;LUX;1990;0.66460145;1990;#C43E3E
Letonia;LVA;1990;15.375505;1990;#4B4BB0
Marruecos;MAR;1990;4.359246;1990;#4B4BB0
México;MEX;1990;7.22243;1990;#4B4BB0
Malasia;MYS;1990;4.9409094;1990;#720034
Países Bajos;NLD;1990;1.3717154;1990;#720034
Noruega;NOR;1990;72.44774;1990;#608584
Nueva Zelanda;NZL;1990;41.426918;1990;#608584
Pakistán;PAK;1990;16.927334;1990;#FF7B03
Perú;PER;1990;29.3326;1990;#FF7B03
Polonia;POL;1990;0.36069712;1990;#006CBA
Rumania;ROU;1990;4.590245;1990;#000000
Rusia;RUS;1990;8.230436;1990;#000000
Arabia Saudita;SAU;1990;0;1990;#000000
Eslovaquia;SVK;1990;15.989881;1990;#C43E3E
Eslovenia;SVN;1990;31.615778;1990;#C43E3E
Suecia;SWE;1990;60.6914;1990;#4B4BB0
Tailandia;THA;1990;4.114763;1990;#4B4BB0
Turkmenistán;TKM;1990;0.005840327;1990;#4B4BB0
Turquía;TUR;1990;12.219702;1990;#720034
Taiwán (China);TWN;1990;19.296125;1990;#720034
Ucrania;UKR;1990;7.739351;1990;#608584
Estados Unidos;USA;1990;12.346356;1990;#608584
Uzbekistán;UZB;1990;3.7738037;1990;#608584
Venezuela;VEN;1990;18.11904;1990;#FF7B03
Vietnam;VNM;1990;20.584055;1990;#FF7B03
Sudáfrica;ZAF;1990;2.6183872;1990;#FF7B03
Australia;AUS;1991;4.740063;1991;#C43E3E
Austria;AUT;1991;27.587229;1991;#4B4BB0
Azerbaiyán;AZE;1991;2.0779731;1991;#720034
Bélgica;BEL;1991;19.175282;1991;#608584
Bangladesh;BGD;1991;3.4776092;1991;#608584
Bulgaria;BGR;1991;16.961693;1991;#FF7B03
Bielorrusia;BLR;1991;0.011448725;1991;#FF7B03
Canadá;CAN;1991;38.421528;1991;#006CBA
Suiza;CHE;1991;47.254543;1991;#000000
China;CHN;1991;4.4247785;1991;#C43E3E
Colombia;COL;1991;31.96542;1991;#C43E3E
República Checa;CZE;1991;7.5646973;1991;#4B4BB0
Alemania;DEU;1991;11.495505;1991;#4B4BB0
Dinamarca;DNK;1991;1.4587733;1991;#720034
Argelia;DZA;1991;0.277607;1991;#720034
Ecuador;ECU;1991;16.781822;1991;#608584
Egipto;EGY;1991;7.3963394;1991;#608584
España;ESP;1991;21.705122;1991;#FF7B03
Estonia;EST;1991;0;1991;#FF7B03
Finlandia;FIN;1991;33.361416;1991;#000000
Francia;FRA;1991;39.54541;1991;#000000
Reino Unido;GBR;1991;8.425737;1991;#C43E3E
Argentina;ARG;1991;13.302305;1991;#FF7B03
Grecia;GRC;1991;3.1458595;1991;#C43E3E
Brasil;BRA;1991;45.52199;1991;#006CBA
Chile;CHL;1991;24.08466;1991;#000000
Croacia;HRV;1991;19.537254;1991;#4B4BB0
Mundo;OWID_WRL;1991;13.482825;1991;#ABBABA
Hungría;HUN;1991;13.116209;1991;#720034
Indonesia;IDN;1991;3.81247;1991;#720034
India;IND;1991;9.662641;1991;#608584
Irlanda;IRL;1991;1.8013103;1991;#608584
Irán;IRN;1991;1.8835832;1991;#608584
Israel;ISR;1991;0.013514588;1991;#FF7B03
Italia;ITA;1991;7.0200934;1991;#ABBABA
Japón;JPN;1991;17.014282;1991;#ABBABA
Kazajistán;KAZ;1991;2.658034;1991;#006CBA
República de Corea;KOR;1991;14.108464;1991;#006CBA
Lituania;LTU;1991;23.067211;1991;#C43E3E
Luxemburgo;LUX;1991;0.7338108;1991;#C43E3E
Letonia;LVA;1991;12.153858;1991;#4B4BB0
Marruecos;MAR;1991;4.3259;1991;#4B4BB0
México;MEX;1991;7.0443044;1991;#4B4BB0
Malasia;MYS;1991;4.358415;1991;#720034
Países Bajos;NLD;1991;1.3369759;1991;#720034
Noruega;NOR;1991;71.440056;1991;#608584
Nueva Zelanda;NZL;1991;40.412006;1991;#608584
Pakistán;PAK;1991;17.06951;1991;#FF7B03
Perú;PER;1991;32.41311;1991;#FF7B03
Polonia;POL;1991;0.37821314;1991;#006CBA
Rumania;ROU;1991;6.907993;1991;#000000
Rusia;RUS;1991;8.428769;1991;#000000
Arabia Saudita;SAU;1991;0;1991;#000000
Eslovaquia;SVK;1991;16.801575;1991;#C43E3E
Eslovenia;SVN;1991;35.615025;1991;#C43E3E
Suecia;SWE;1991;63.48593;1991;#4B4BB0
Tailandia;THA;1991;3.4345343;1991;#4B4BB0
Turkmenistán;TKM;1991;0.005686854;1991;#4B4BB0
Turquía;TUR;1991;11.75268;1991;#720034
Taiwán (China);TWN;1991;18.169094;1991;#720034
Ucrania;UKR;1991;8.2753725;1991;#608584
Estados Unidos;USA;1991;12.828554;1991;#608584
Uzbekistán;UZB;1991;3.465093;1991;#608584
Venezuela;VEN;1991;21.675652;1991;#FF7B03
Vietnam;VNM;1991;23.790989;1991;#FF7B03
Sudáfrica;ZAF;1991;3.1108956;1991;#FF7B03
Australia;AUS;1992;4.731717;1992;#C43E3E
Austria;AUT;1992;31.037298;1992;#4B4BB0
Azerbaiyán;AZE;1992;2.4099329;1992;#720034
Bélgica;BEL;1992;19.515587;1992;#608584
Bangladesh;BGD;1992;3.0288854;1992;#608584
Bulgaria;BGR;1992;15.704719;1992;#FF7B03
Bielorrusia;BLR;1992;0.012468852;1992;#FF7B03
Canadá;CAN;1992;37.832676;1992;#006CBA
Suiza;CHE;1992;47.487736;1992;#000000
China;CHN;1992;4.4127026;1992;#C43E3E
Colombia;COL;1992;24.941273;1992;#C43E3E
República Checa;CZE;1992;8.059378;1992;#4B4BB0
Alemania;DEU;1992;12.759153;1992;#4B4BB0
Dinamarca;DNK;1992;2.0408638;1992;#720034
Argelia;DZA;1992;0.18375748;1992;#720034
Ecuador;ECU;1992;16.528347;1992;#608584
Egipto;EGY;1992;7.3806868;1992;#608584
España;ESP;1992;18.668533;1992;#FF7B03
Estonia;EST;1992;0;1992;#FF7B03
Finlandia;FIN;1992;34.922516;1992;#000000
Francia;FRA;1992;41.109207;1992;#000000
Reino Unido;GBR;1992;9.304894;1992;#C43E3E
Grecia;GRC;1992;2.2052224;1992;#C43E3E
Croacia;HRV;1992;15.994586;1992;#4B4BB0
Argentina;ARG;1992;13.798865;1992;#FF7B03
Brasil;BRA;1992;46.04086;1992;#006CBA
Chile;CHL;1992;28.355387;1992;#000000
Hungría;HUN;1992;13.891533;1992;#720034
Mundo;OWID_WRL;1992;13.4812565;1992;#ABBABA
Indonesia;IDN;1992;4.4085426;1992;#720034
India;IND;1992;8.852425;1992;#608584
Irlanda;IRL;1992;1.9758353;1992;#608584
Irán;IRN;1992;2.7959177;1992;#608584
Israel;ISR;1992;0.05597493;1992;#FF7B03
Italia;ITA;1992;7.082338;1992;#ABBABA
Japón;JPN;1992;16.501677;1992;#ABBABA
Kazajistán;KAZ;1992;2.5510354;1992;#006CBA
República de Corea;KOR;1992;12.471011;1992;#006CBA
Lituania;LTU;1992;32.466415;1992;#C43E3E
Luxemburgo;LUX;1992;0.6107495;1992;#C43E3E
Letonia;LVA;1992;13.070239;1992;#4B4BB0
Marruecos;MAR;1992;3.0396225;1992;#4B4BB0
México;MEX;1992;7.852075;1992;#4B4BB0
Malasia;MYS;1992;3.7214782;1992;#720034
Países Bajos;NLD;1992;1.4881597;1992;#720034
Noruega;NOR;1992;71.865555;1992;#608584
Nueva Zelanda;NZL;1992;37.46697;1992;#608584
Pakistán;PAK;1992;17.80554;1992;#FF7B03
Perú;PER;1992;28.13108;1992;#FF7B03
Polonia;POL;1992;0.42480853;1992;#006CBA
Rumania;ROU;1992;6.2837853;1992;#000000
Rusia;RUS;1992;8.884956;1992;#000000
Arabia Saudita;SAU;1992;0;1992;#000000
Singapur;SGP;1992;0.26192993;1992;#C43E3E
Eslovaquia;SVK;1992;17.349037;1992;#C43E3E
Eslovenia;SVN;1992;32.96726;1992;#C43E3E
Suecia;SWE;1992;62.38185;1992;#4B4BB0
Tailandia;THA;1992;2.8927448;1992;#4B4BB0
Turkmenistán;TKM;1992;0.00833675;1992;#4B4BB0
Turquía;TUR;1992;13.079588;1992;#720034
Taiwán (China);TWN;1992;17.701279;1992;#720034
Ucrania;UKR;1992;9.190745;1992;#608584
Estados Unidos;USA;1992;12.328668;1992;#608584
Uzbekistán;UZB;1992;3.806538;1992;#608584
Venezuela;VEN;1992;21.255587;1992;#FF7B03
Vietnam;VNM;1992;24.912485;1992;#FF7B03
Sudáfrica;ZAF;1992;2.7826126;1992;#FF7B03
Australia;AUS;1993;4.7594285;1993;#C43E3E
Austria;AUT;1993;32.088062;1993;#4B4BB0
Azerbaiyán;AZE;1993;3.8572147;1993;#720034
Bélgica;BEL;1993;19.095148;1993;#608584
Bangladesh;BGD;1993;2.104329;1993;#608584
Bulgaria;BGR;1993;17.189705;1993;#FF7B03
Bielorrusia;BLR;1993;0.0166659;1993;#FF7B03
Canadá;CAN;1993;38.774628;1993;#006CBA
Suiza;CHE;1993;50.1286;1993;#000000
China;CHN;1993;4.805984;1993;#C43E3E
Colombia;COL;1993;28.616268;1993;#C43E3E
República Checa;CZE;1993;8.442584;1993;#4B4BB0
Alemania;DEU;1993;12.495624;1993;#4B4BB0
Dinamarca;DNK;1993;2.3619852;1993;#720034
Argelia;DZA;1993;0.35028014;1993;#720034
Ecuador;ECU;1993;18.627613;1993;#608584
Egipto;EGY;1993;7.595429;1993;#608584
España;ESP;1993;20.80885;1993;#FF7B03
Estonia;EST;1993;0;1993;#FF7B03
Finlandia;FIN;1993;34.713863;1993;#000000
Francia;FRA;1993;43.634506;1993;#000000
Reino Unido;GBR;1993;10.514933;1993;#C43E3E
Grecia;GRC;1993;2.2926166;1993;#C43E3E
Croacia;HRV;1993;16.087374;1993;#4B4BB0
Hungría;HUN;1993;14.25962;1993;#720034
Argentina;ARG;1993;16.02163;1993;#FF7B03
Brasil;BRA;1993;46.058407;1993;#006CBA
Chile;CHL;1993;27.529266;1993;#000000
Indonesia;IDN;1993;3.8476534;1993;#720034
Mundo;OWID_WRL;1993;14.012365;1993;#ABBABA
India;IND;1993;8.711294;1993;#608584
Irlanda;IRL;1993;1.8359721;1993;#608584
Irán;IRN;1993;3.4577887;1993;#608584
Israel;ISR;1993;0.046211712;1993;#FF7B03
Italia;ITA;1993;7.147924;1993;#ABBABA
Japón;JPN;1993;18.507895;1993;#ABBABA
Kazajistán;KAZ;1993;3.1845624;1993;#006CBA
República de Corea;KOR;1993;11.902627;1993;#006CBA
Lituania;LTU;1993;35.15234;1993;#C43E3E
Luxemburgo;LUX;1993;0.6041136;1993;#C43E3E
Letonia;LVA;1993;17.300793;1993;#4B4BB0
Marruecos;MAR;1993;1.382297;1993;#4B4BB0
México;MEX;1993;8.047504;1993;#4B4BB0
Malasia;MYS;1993;4.18968;1993;#720034
Países Bajos;NLD;1993;1.5572782;1993;#720034
Noruega;NOR;1993;71.17856;1993;#608584
Nueva Zelanda;NZL;1993;40.20715;1993;#608584
Pakistán;PAK;1993;17.541424;1993;#FF7B03
Perú;PER;1993;31.19632;1993;#FF7B03
Polonia;POL;1993;0.40594903;1993;#006CBA
Rumania;ROU;1993;7.054651;1993;#000000
Rusia;RUS;1993;9.572058;1993;#000000
Arabia Saudita;SAU;1993;0;1993;#000000
Singapur;SGP;1993;0.23974904;1993;#C43E3E
Eslovaquia;SVK;1993;20.404024;1993;#C43E3E
Eslovenia;SVN;1993;30.30344;1993;#C43E3E
Suecia;SWE;1993;62.333824;1993;#4B4BB0
Tailandia;THA;1993;2.2218084;1993;#4B4BB0
Turkmenistán;TKM;1993;0.01208976;1993;#4B4BB0
Turquía;TUR;1993;15.372353;1993;#720034
Taiwán (China);TWN;1993;15.887157;1993;#720034
Ucrania;UKR;1993;11.096234;1993;#608584
Estados Unidos;USA;1993;12.364702;1993;#608584
Uzbekistán;UZB;1993;4.1460834;1993;#608584
Venezuela;VEN;1993;21.57694;1993;#FF7B03
Vietnam;VNM;1993;24.039852;1993;#FF7B03
Sudáfrica;ZAF;1993;2.0500097;1993;#FF7B03
Australia;AUS;1994;4.527182;1994;#C43E3E
Austria;AUT;1994;31.296307;1994;#4B4BB0
Azerbaiyán;AZE;1994;3.1670034;1994;#720034
Bélgica;BEL;1994;17.638441;1994;#608584
Bangladesh;BGD;1994;2.7616804;1994;#608584
Bulgaria;BGR;1994;18.836617;1994;#FF7B03
Bielorrusia;BLR;1994;0.019936152;1994;#FF7B03
Canadá;CAN;1994;39.131744;1994;#006CBA
Suiza;CHE;1994;51.231426;1994;#000000
China;CHN;1994;5.369144;1994;#C43E3E
Colombia;COL;1994;30.40986;1994;#C43E3E
República Checa;CZE;1994;9.055599;1994;#4B4BB0
Alemania;DEU;1994;12.589749;1994;#4B4BB0
Dinamarca;DNK;1994;2.1321414;1994;#720034
Argelia;DZA;1994;0.16257899;1994;#720034
Ecuador;ECU;1994;19.351004;1994;#608584
Egipto;EGY;1994;7.6767826;1994;#608584
España;ESP;1994;20.674896;1994;#FF7B03
Estonia;EST;1994;0;1994;#FF7B03
Finlandia;FIN;1994;31.696642;1994;#000000
Francia;FRA;1994;44.860226;1994;#000000
Reino Unido;GBR;1994;10.672816;1994;#C43E3E
Grecia;GRC;1994;2.5512788;1994;#C43E3E
Croacia;HRV;1994;18.960016;1994;#4B4BB0
Hungría;HUN;1994;14.275795;1994;#720034
Indonesia;IDN;1994;3.5212233;1994;#720034
Argentina;ARG;1994;17.144554;1994;#FF7B03
Brasil;BRA;1994;45.504173;1994;#006CBA
Chile;CHL;1994;25.954521;1994;#000000
India;IND;1994;9.176176;1994;#608584
Mundo;OWID_WRL;1994;14.029938;1994;#ABBABA
Irlanda;IRL;1994;2.120603;1994;#608584
Irán;IRN;1994;2.021462;1994;#608584
Israel;ISR;1994;0.03918334;1994;#FF7B03
Italia;ITA;1994;7.6455235;1994;#ABBABA
Japón;JPN;1994;17.00272;1994;#ABBABA
Kazajistán;KAZ;1994;4.2346573;1994;#006CBA
República de Corea;KOR;1994;10.781828;1994;#006CBA
Lituania;LTU;1994;26.290768;1994;#C43E3E
Luxemburgo;LUX;1994;0.77528113;1994;#C43E3E
Letonia;LVA;1994;20.521252;1994;#4B4BB0
Marruecos;MAR;1994;2.3779473;1994;#4B4BB0
México;MEX;1994;6.1356316;1994;#4B4BB0
Malasia;MYS;1994;5.2703333;1994;#720034
Países Bajos;NLD;1994;1.628229;1994;#720034
Noruega;NOR;1994;69.03322;1994;#608584
Nueva Zelanda;NZL;1994;41.244785;1994;#608584
Omán;OMN;1994;0;1994;#608584
Pakistán;PAK;1994;16.775982;1994;#FF7B03
Perú;PER;1994;31.000927;1994;#FF7B03
Filipinas;PHL;1994;15.579155;1994;#006CBA
Polonia;POL;1994;0.4881243;1994;#006CBA
Rumania;ROU;1994;7.641243;1994;#000000
Rusia;RUS;1994;9.804854;1994;#000000
Arabia Saudita;SAU;1994;0;1994;#000000
Singapur;SGP;1994;0.20962867;1994;#C43E3E
Eslovaquia;SVK;1994;23.50388;1994;#C43E3E
Eslovenia;SVN;1994;32.598995;1994;#C43E3E
Suecia;SWE;1994;60.410343;1994;#4B4BB0
Tailandia;THA;1994;2.4183912;1994;#4B4BB0
Turkmenistán;TKM;1994;0.009066777;1994;#4B4BB0
Turquía;TUR;1994;14.304977;1994;#720034
Taiwán (China);TWN;1994;15.561951;1994;#720034
Ucrania;UKR;1994;12.19452;1994;#608584
Estados Unidos;USA;1994;12.285344;1994;#608584
Uzbekistán;UZB;1994;4.109858;1994;#608584
Venezuela;VEN;1994;21.46965;1994;#FF7B03
Vietnam;VNM;1994;24.972696;1994;#FF7B03
Sudáfrica;ZAF;1994;2.870189;1994;#FF7B03
Australia;AUS;1995;4.239725;1995;#C43E3E
Austria;AUT;1995;31.515926;1995;#4B4BB0
Azerbaiyán;AZE;1995;2.8640726;1995;#720034
Bélgica;BEL;1995;17.764547;1995;#608584
Bangladesh;BGD;1995;1.0269947;1995;#608584
Bulgaria;BGR;1995;20.441683;1995;#FF7B03
Bielorrusia;BLR;1995;0.023589265;1995;#FF7B03
Canadá;CAN;1995;38.040516;1995;#006CBA
Suiza;CHE;1995;51.163883;1995;#000000
China;CHN;1995;5.905554;1995;#C43E3E
Colombia;COL;1995;29.690346;1995;#C43E3E
República Checa;CZE;1995;8.658679;1995;#4B4BB0
Alemania;DEU;1995;12.890035;1995;#4B4BB0
Dinamarca;DNK;1995;2.3133218;1995;#720034
Argelia;DZA;1995;0.18224756;1995;#720034
Ecuador;ECU;1995;16.093632;1995;#608584
Egipto;EGY;1995;7.558946;1995;#608584
España;ESP;1995;18.842426;1995;#FF7B03
Estonia;EST;1995;0.030809937;1995;#FF7B03
Finlandia;FIN;1995;34.224365;1995;#000000
Francia;FRA;1995;44.977955;1995;#000000
Reino Unido;GBR;1995;10.679225;1995;#C43E3E
Grecia;GRC;1995;3.3267493;1995;#C43E3E
