pais;iso3;anio;valor_en_porcentaje;anioString;colorPais
Malasia;MYS;2010;2.3300166;2010;#720034
Países Bajos;NLD;2010;4.0394363;2010;#720034
Noruega;NOR;2010;65.7384;2010;#608584
Nueva Zelanda;NZL;2010;38.803276;2010;#608584
Pakistán;PAK;2010;12.088612;2010;#FF7B03
Perú;PER;2010;26.664782;2010;#FF7B03
Argentina;ARG;2010;13.822569;2010;#FF7B03
Brasil;BRA;2010;45.072945;2010;#006CBA
Chile;CHL;2010;19.835663;2010;#000000
Filipinas;PHL;2010;14.875531;2010;#006CBA
Mundo;OWID_WRL;2010;14.02646;2010;#ABBABA
Polonia;POL;2010;3.4536798;2010;#006CBA
Portugal;PRT;2010;27.39321;2010;#006CBA
Rumania;ROU;2010;22.228735;2010;#000000
Rusia;RUS;2010;11.740083;2010;#000000
Eslovaquia;SVK;2010;27.591356;2010;#C43E3E
Eslovenia;SVN;2010;33.31284;2010;#C43E3E
Suecia;SWE;2010;63.210236;2010;#4B4BB0
Tailandia;THA;2010;2.9042287;2010;#4B4BB0
Trinidad y Tobago;TTO;2010;0.005231401;2010;#720034
Turquía;TUR;2010;12.285738;2010;#720034
Taiwán (China);TWN;2010;10.080623;2010;#720034
Ucrania;UKR;2010;19.250893;2010;#608584
Estados Unidos;USA;2010;14.558342;2010;#608584
Uzbekistán;UZB;2010;4.280572;2010;#608584
Venezuela;VEN;2010;22.48446;2010;#FF7B03
Vietnam;VNM;2010;14.7117405;2010;#FF7B03
Sudáfrica;ZAF;2010;2.788848;2010;#FF7B03
Australia;AUS;2011;5.688442;2011;#C43E3E
Austria;AUT;2011;30.510199;2011;#4B4BB0
Azerbaiyán;AZE;2011;5.0353055;2011;#720034
Bélgica;BEL;2011;21.971338;2011;#608584
Bangladesh;BGD;2011;0.95213187;2011;#608584
Bulgaria;BGR;2011;24.144741;2011;#FF7B03
Bielorrusia;BLR;2011;0.24898136;2011;#FF7B03
Canadá;CAN;2011;34.96656;2011;#006CBA
Suiza;CHE;2011;49.92356;2011;#000000
China;CHN;2011;7.820168;2011;#C43E3E
Colombia;COL;2011;32.644135;2011;#C43E3E
República Checa;CZE;2011;19.824572;2011;#4B4BB0
Alemania;DEU;2011;18.26981;2011;#4B4BB0
Dinamarca;DNK;2011;19.853529;2011;#720034
Argelia;DZA;2011;0.23525994;2011;#720034
Ecuador;ECU;2011;19.212603;2011;#608584
Egipto;EGY;2011;4.3315444;2011;#608584
España;ESP;2011;24.583025;2011;#FF7B03
Estonia;EST;2011;5.0025625;2011;#FF7B03
Finlandia;FIN;2011;38.607655;2011;#000000
Francia;FRA;2011;47.847885;2011;#000000
Reino Unido;GBR;2011;12.717207;2011;#C43E3E
Grecia;GRC;2011;6.3986807;2011;#C43E3E
Hong Kong (China);HKG;2011;0.13770953;2011;#4B4BB0
Croacia;HRV;2011;15.510488;2011;#4B4BB0
Hungría;HUN;2011;19.16413;2011;#720034
Indonesia;IDN;2011;3.4787219;2011;#720034
India;IND;2011;8.870072;2011;#608584
Irlanda;IRL;2011;9.50042;2011;#608584
Irán;IRN;2011;1.2023624;2011;#608584
Israel;ISR;2011;0.36799976;2011;#FF7B03
Italia;ITA;2011;12.443046;2011;#ABBABA
Japón;JPN;2011;13.484619;2011;#ABBABA
Kazajistán;KAZ;2011;3.1190948;2011;#006CBA
República de Corea;KOR;2011;13.63315;2011;#006CBA
Lituania;LTU;2011;5.3377385;2011;#C43E3E
Luxemburgo;LUX;2011;2.5544233;2011;#C43E3E
Letonia;LVA;2011;19.912294;2011;#4B4BB0
Marruecos;MAR;2011;3.6347337;2011;#4B4BB0
México;MEX;2011;6.865953;2011;#4B4BB0
República del Norte de Macedonia;MKD;2011;11.624276;2011;#720034
Malasia;MYS;2011;2.8877702;2011;#720034
Países Bajos;NLD;2011;4.645456;2011;#720034
Noruega;NOR;2011;66.57195;2011;#608584
Nueva Zelanda;NZL;2011;39.607872;2011;#608584
Pakistán;PAK;2011;12.820682;2011;#FF7B03
Perú;PER;2011;25.767502;2011;#FF7B03
Filipinas;PHL;2011;16.142355;2011;#006CBA
Argentina;ARG;2011;12.777892;2011;#FF7B03
Brasil;BRA;2011;45.192383;2011;#006CBA
Chile;CHL;2011;18.481121;2011;#000000
Polonia;POL;2011;4.0425887;2011;#006CBA
Portugal;PRT;2011;24.511286;2011;#006CBA
Mundo;OWID_WRL;2011;13.847883;2011;#ABBABA
Rumania;ROU;2011;19.172226;2011;#000000
Rusia;RUS;2011;11.250788;2011;#000000
Eslovaquia;SVK;2011;28.46719;2011;#C43E3E
Eslovenia;SVN;2011;32.899265;2011;#C43E3E
Suecia;SWE;2011;65.91265;2011;#4B4BB0
Tailandia;THA;2011;3.5747106;2011;#4B4BB0
Trinidad y Tobago;TTO;2011;0.005294507;2011;#720034
Turquía;TUR;2011;11.92737;2011;#720034
Taiwán (China);TWN;2011;10.2453575;2011;#720034
Ucrania;UKR;2011;18.298159;2011;#608584
Estados Unidos;USA;2011;15.45642;2011;#608584
Uzbekistán;UZB;2011;2.8236873;2011;#608584
Venezuela;VEN;2011;23.65197;2011;#FF7B03
Vietnam;VNM;2011;19.027449;2011;#FF7B03
Sudáfrica;ZAF;2011;3.0943701;2011;#FF7B03
Australia;AUS;2012;5.688193;2012;#C43E3E
Austria;AUT;2012;35.894623;2012;#4B4BB0
Azerbaiyán;AZE;2012;3.3029988;2012;#720034
Bélgica;BEL;2012;20.627127;2012;#608584
Bangladesh;BGD;2012;0.8133145;2012;#608584
Bulgaria;BGR;2012;26.746008;2012;#FF7B03
Bielorrusia;BLR;2012;0.26323506;2012;#FF7B03
Canadá;CAN;2012;35.349712;2012;#006CBA
Suiza;CHE;2012;51.099987;2012;#000000
China;CHN;2012;9.314527;2012;#C43E3E
Colombia;COL;2012;30.217394;2012;#C43E3E
República Checa;CZE;2012;21.347332;2012;#4B4BB0
Alemania;DEU;2012;18.85611;2012;#4B4BB0
Dinamarca;DNK;2012;22.671543;2012;#720034
Argelia;DZA;2012;0.22453195;2012;#720034
Ecuador;ECU;2012;19.8579;2012;#608584
Egipto;EGY;2012;4.18029;2012;#608584
España;ESP;2012;25.584332;2012;#FF7B03
Estonia;EST;2012;6.1865497;2012;#FF7B03
Finlandia;FIN;2012;42.87004;2012;#000000
Francia;FRA;2012;47.927074;2012;#000000
Reino Unido;GBR;2012;13.252018;2012;#C43E3E
Grecia;GRC;2012;8.401619;2012;#C43E3E
Hong Kong (China);HKG;2012;0.061687157;2012;#4B4BB0
Croacia;HRV;2012;16.895237;2012;#4B4BB0
Hungría;HUN;2012;20.44679;2012;#720034
Indonesia;IDN;2012;3.5759468;2012;#720034
India;IND;2012;8.085494;2012;#608584
Irlanda;IRL;2012;9.308356;2012;#608584
Irán;IRN;2012;1.5226347;2012;#608584
Israel;ISR;2012;0.5259034;2012;#FF7B03
Italia;ITA;2012;14.165738;2012;#ABBABA
Japón;JPN;2012;6.545797;2012;#ABBABA
Kazajistán;KAZ;2012;2.8572173;2012;#006CBA
República de Corea;KOR;2012;13.068792;2012;#006CBA
Lituania;LTU;2012;5.8947334;2012;#C43E3E
Luxemburgo;LUX;2012;2.9861996;2012;#C43E3E
Letonia;LVA;2012;25.260374;2012;#4B4BB0
Marruecos;MAR;2012;3.1035633;2012;#4B4BB0
México;MEX;2012;6.2674856;2012;#4B4BB0
República del Norte de Macedonia;MKD;2012;9.057919;2012;#720034
Malasia;MYS;2012;3.0349357;2012;#720034
Países Bajos;NLD;2012;4.7294273;2012;#720034
Noruega;NOR;2012;70.37011;2012;#608584
Nueva Zelanda;NZL;2012;36.963947;2012;#608584
Pakistán;PAK;2012;5.3564196;2012;#FF7B03
Perú;PER;2012;25.90535;2012;#FF7B03
Filipinas;PHL;2012;16.418247;2012;#006CBA
Polonia;POL;2012;5.2285085;2012;#006CBA
Portugal;PRT;2012;21.701546;2012;#006CBA
Argentina;ARG;2012;11.961745;2012;#FF7B03
Brasil;BRA;2012;42.944187;2012;#006CBA
Chile;CHL;2012;18.747072;2012;#000000
Rumania;ROU;2012;18.630856;2012;#000000
Mundo;OWID_WRL;2012;13.853194;2012;#ABBABA
Rusia;RUS;2012;11.277381;2012;#000000
Eslovaquia;SVK;2012;30.172613;2012;#C43E3E
Eslovenia;SVN;2012;33.18197;2012;#C43E3E
Suecia;SWE;2012;69.13033;2012;#4B4BB0
Tailandia;THA;2012;3.8904219;2012;#4B4BB0
Trinidad y Tobago;TTO;2012;0.005345583;2012;#720034
Turquía;TUR;2012;12.581578;2012;#720034
Taiwán (China);TWN;2012;10.310872;2012;#720034
Ucrania;UKR;2012;18.574541;2012;#608584
Estados Unidos;USA;2012;15.3931055;2012;#608584
Uzbekistán;UZB;2012;3.2086465;2012;#608584
Venezuela;VEN;2012;22.079144;2012;#FF7B03
Vietnam;VNM;2012;23.4617;2012;#FF7B03
Sudáfrica;ZAF;2012;2.7520022;2012;#FF7B03
Australia;AUS;2013;6.5121694;2013;#C43E3E
Austria;AUT;2013;35.275146;2013;#4B4BB0
Azerbaiyán;AZE;2013;2.7653382;2013;#720034
Bélgica;BEL;2013;21.34844;2013;#608584
Bangladesh;BGD;2013;0.768418;2013;#608584
Bulgaria;BGR;2013;28.885094;2013;#FF7B03
Bielorrusia;BLR;2013;0.3147603;2013;#FF7B03
Canadá;CAN;2013;35.69833;2013;#006CBA
Suiza;CHE;2013;50.038666;2013;#000000
China;CHN;2013;9.819577;2013;#C43E3E
Colombia;COL;2013;27.414104;2013;#C43E3E
República Checa;CZE;2013;22.620626;2013;#4B4BB0
Alemania;DEU;2013;18.640593;2013;#4B4BB0
Dinamarca;DNK;2013;23.113413;2013;#720034
Argelia;DZA;2013;0.06476319;2013;#720034
Ecuador;ECU;2013;17.394707;2013;#608584
Egipto;EGY;2013;4.177184;2013;#608584
España;ESP;2013;29.262796;2013;#FF7B03
Estonia;EST;2013;4.8759193;2013;#FF7B03
Finlandia;FIN;2013;40.82814;2013;#000000
Francia;FRA;2013;48.38952;2013;#000000
Reino Unido;GBR;2013;14.757442;2013;#C43E3E
Grecia;GRC;2013;12.436178;2013;#C43E3E
Hong Kong (China);HKG;2013;0.08599804;2013;#4B4BB0
Croacia;HRV;2013;26.756195;2013;#4B4BB0
Hungría;HUN;2013;21.100122;2013;#720034
Indonesia;IDN;2013;4.45611;2013;#720034
India;IND;2013;8.668154;2013;#608584
Irlanda;IRL;2013;10.137973;2013;#608584
Irán;IRN;2013;1.9504379;2013;#608584
Israel;ISR;2013;0.61449736;2013;#FF7B03
Italia;ITA;2013;17.610695;2013;#ABBABA
Japón;JPN;2013;6.8713756;2013;#ABBABA
Kazajistán;KAZ;2013;2.8628845;2013;#006CBA
República de Corea;KOR;2013;12.243634;2013;#006CBA
Lituania;LTU;2013;7.896079;2013;#C43E3E
Luxemburgo;LUX;2013;3.662436;2013;#C43E3E
Letonia;LVA;2013;22.860985;2013;#4B4BB0
Marruecos;MAR;2013;5.0947366;2013;#4B4BB0
México;MEX;2013;6.2457623;2013;#4B4BB0
República del Norte de Macedonia;MKD;2013;14.399767;2013;#720034
Malasia;MYS;2013;3.5195735;2013;#720034
Países Bajos;NLD;2013;4.4526076;2013;#720034
Noruega;NOR;2013;67.78259;2013;#608584
Nueva Zelanda;NZL;2013;36.98205;2013;#608584
Pakistán;PAK;2013;13.005525;2013;#FF7B03
Perú;PER;2013;26.089096;2013;#FF7B03
Filipinas;PHL;2013;14.806336;2013;#006CBA
Polonia;POL;2013;5.170563;2013;#006CBA
Portugal;PRT;2013;29.105732;2013;#006CBA
Rumania;ROU;2013;23.662155;2013;#000000
Argentina;ARG;2013;12.594494;2013;#FF7B03
Brasil;BRA;2013;41.090595;2013;#006CBA
Chile;CHL;2013;18.79665;2013;#000000
Rusia;RUS;2013;11.7794285;2013;#000000
Mundo;OWID_WRL;2013;14.218884;2013;#ABBABA
Eslovaquia;SVK;2013;30.854008;2013;#C43E3E
Eslovenia;SVN;2013;35.35165;2013;#C43E3E
Suecia;SWE;2013;67.38797;2013;#4B4BB0
Tailandia;THA;2013;3.98071;2013;#4B4BB0
Trinidad y Tobago;TTO;2013;0.005216589;2013;#720034
Turquía;TUR;2013;13.619627;2013;#720034
Taiwán (China);TWN;2013;10.321468;2013;#720034
Ucrania;UKR;2013;18.936481;2013;#608584
Estados Unidos;USA;2013;15.5773325;2013;#608584
Uzbekistán;UZB;2013;3.1335287;2013;#608584
Venezuela;VEN;2013;21.720543;2013;#FF7B03
Vietnam;VNM;2013;23.955326;2013;#FF7B03
Sudáfrica;ZAF;2013;2.9903314;2013;#FF7B03
Australia;AUS;2014;5.9665823;2014;#C43E3E
Austria;AUT;2014;36.64313;2014;#4B4BB0
Azerbaiyán;AZE;2014;2.4241152;2014;#720034
Bélgica;BEL;2014;19.61335;2014;#608584
Bangladesh;BGD;2014;0.6303479;2014;#608584
Bulgaria;BGR;2014;29.603085;2014;#FF7B03
Bielorrusia;BLR;2014;0.3043164;2014;#FF7B03
Canadá;CAN;2014;35.108894;2014;#006CBA
Suiza;CHE;2014;53.34264;2014;#000000
China;CHN;2014;11.225777;2014;#C43E3E
Colombia;COL;2014;26.4035;2014;#C43E3E
República Checa;CZE;2014;22.841797;2014;#4B4BB0
Alemania;DEU;2014;20.140293;2014;#4B4BB0
Dinamarca;DNK;2014;26.705221;2014;#720034
Argelia;DZA;2014;0.11750259;2014;#720034
Ecuador;ECU;2014;17.304941;2014;#608584
Egipto;EGY;2014;4.1816525;2014;#608584
España;ESP;2014;29.665375;2014;#FF7B03
Estonia;EST;2014;5.82325;2014;#FF7B03
Finlandia;FIN;2014;43.415627;2014;#000000
Francia;FRA;2014;51.00104;2014;#000000
Reino Unido;GBR;2014;16.293066;2014;#C43E3E
Grecia;GRC;2014;11.320253;2014;#C43E3E
Hong Kong (China);HKG;2014;0.07251783;2014;#4B4BB0
Croacia;HRV;2014;28.475935;2014;#4B4BB0
Hungría;HUN;2014;22.000332;2014;#720034
Indonesia;IDN;2014;4.6063786;2014;#720034
India;IND;2014;8.6589985;2014;#608584
Irlanda;IRL;2014;11.478303;2014;#608584
Irán;IRN;2014;1.8342587;2014;#608584
Israel;ISR;2014;1.0519477;2014;#FF7B03
Italia;ITA;2014;19.739758;2014;#ABBABA
Japón;JPN;2014;6.998991;2014;#ABBABA
Kazajistán;KAZ;2014;2.9003732;2014;#006CBA
República de Corea;KOR;2014;13.672537;2014;#006CBA
Lituania;LTU;2014;8.227861;2014;#C43E3E
Luxemburgo;LUX;2014;4.3592978;2014;#C43E3E
Letonia;LVA;2014;19.858122;2014;#4B4BB0
Marruecos;MAR;2014;4.4455295;2014;#4B4BB0
México;MEX;2014;7.6135764;2014;#4B4BB0
República del Norte de Macedonia;MKD;2014;12.526186;2014;#720034
Malasia;MYS;2014;3.8796122;2014;#720034
Países Bajos;NLD;2014;4.8333406;2014;#720034
Noruega;NOR;2014;69.14574;2014;#608584
Nueva Zelanda;NZL;2014;37.56255;2014;#608584
Pakistán;PAK;2014;13.060991;2014;#FF7B03
Perú;PER;2014;25.83989;2014;#FF7B03
Filipinas;PHL;2014;13.993934;2014;#006CBA
Polonia;POL;2014;6.0559654;2014;#006CBA
Portugal;PRT;2014;30.292532;2014;#006CBA
Rumania;ROU;2014;26.27935;2014;#000000
Rusia;RUS;2014;11.68843;2014;#000000
Argentina;ARG;2014;12.501876;2014;#FF7B03
Brasil;BRA;2014;39.964443;2014;#006CBA
Chile;CHL;2014;20.39204;2014;#000000
Eslovaquia;SVK;2014;32.813473;2014;#C43E3E
Mundo;OWID_WRL;2014;14.607744;2014;#ABBABA
Eslovenia;SVN;2014;42.298573;2014;#C43E3E
Suecia;SWE;2014;68.36714;2014;#4B4BB0
Tailandia;THA;2014;4.3889365;2014;#4B4BB0
Trinidad y Tobago;TTO;2014;0.005784439;2014;#720034
Turquía;TUR;2014;9.878768;2014;#720034
Taiwán (China);TWN;2014;9.948926;2014;#720034
Ucrania;UKR;2014;21.339785;2014;#608584
Estados Unidos;USA;2014;15.654167;2014;#608584
Uzbekistán;UZB;2014;2.971866;2014;#608584
Venezuela;VEN;2014;22.201662;2014;#FF7B03
Vietnam;VNM;2014;23.182652;2014;#FF7B03
Sudáfrica;ZAF;2014;3.3297665;2014;#FF7B03
Australia;AUS;2015;6.2821994;2015;#C43E3E
Austria;AUT;2015;35.00307;2015;#4B4BB0
Azerbaiyán;AZE;2015;2.7468376;2015;#720034
Bélgica;BEL;2015;17.058172;2015;#608584
Bangladesh;BGD;2015;0.7730467;2015;#608584
Bulgaria;BGR;2015;28.99189;2015;#FF7B03
Bielorrusia;BLR;2015;0.3573981;2015;#FF7B03
Canadá;CAN;2015;35.29122;2015;#006CBA
Suiza;CHE;2015;51.21777;2015;#000000
China;CHN;2015;12.093473;2015;#C43E3E
Colombia;COL;2015;27.78511;2015;#C43E3E
República Checa;CZE;2015;21.368202;2015;#4B4BB0
Alemania;DEU;2015;21.151917;2015;#4B4BB0
Dinamarca;DNK;2015;28.598318;2015;#720034
Argelia;DZA;2015;0.09681336;2015;#720034
Ecuador;ECU;2015;19.689713;2015;#608584
Egipto;EGY;2015;4.328854;2015;#608584
España;ESP;2015;26.910385;2015;#FF7B03
Estonia;EST;2015;6.9001513;2015;#FF7B03
Finlandia;FIN;2015;46.525658;2015;#000000
Francia;FRA;2015;50.311863;2015;#000000
Reino Unido;GBR;2015;18.970213;2015;#C43E3E
Grecia;GRC;2015;13.459677;2015;#C43E3E
Hong Kong (China);HKG;2015;0.08488142;2015;#4B4BB0
Croacia;HRV;2015;22.67194;2015;#4B4BB0
Hungría;HUN;2015;20.997887;2015;#720034
Indonesia;IDN;2015;3.9189403;2015;#720034
India;IND;2015;8.531912;2015;#608584
Irlanda;IRL;2015;13.121304;2015;#608584
Irán;IRN;2015;1.6447008;2015;#608584
Israel;ISR;2015;1.3504988;2015;#FF7B03
Italia;ITA;2015;17.510365;2015;#ABBABA
Japón;JPN;2015;8.364144;2015;#ABBABA
Kazajistán;KAZ;2015;3.9617755;2015;#006CBA
República de Corea;KOR;2015;14.19874;2015;#006CBA
Lituania;LTU;2015;8.652507;2015;#C43E3E
Luxemburgo;LUX;2015;5.030449;2015;#C43E3E
Letonia;LVA;2015;19.562021;2015;#4B4BB0
Marruecos;MAR;2015;5.377317;2015;#4B4BB0
México;MEX;2015;7.2490015;2015;#4B4BB0
República del Norte de Macedonia;MKD;2015;18.57748;2015;#720034
Malasia;MYS;2015;4.0505075;2015;#720034
Países Bajos;NLD;2015;5.1823473;2015;#720034
Noruega;NOR;2015;69.147736;2015;#608584
Nueva Zelanda;NZL;2015;38.14184;2015;#608584
Pakistán;PAK;2015;12.538178;2015;#FF7B03
Perú;PER;2015;25.960857;2015;#FF7B03
Filipinas;PHL;2015;13.524707;2015;#006CBA
Polonia;POL;2015;6.561511;2015;#006CBA
Portugal;PRT;2015;24.459372;2015;#006CBA
Rumania;ROU;2015;26.86198;2015;#000000
Rusia;RUS;2015;12.106256;2015;#000000
Eslovaquia;SVK;2015;31.679123;2015;#C43E3E
Argentina;ARG;2015;12.7179365;2015;#FF7B03
Brasil;BRA;2015;41.11646;2015;#006CBA
Chile;CHL;2015;21.905157;2015;#000000
Eslovenia;SVN;2015;35.81753;2015;#C43E3E
Suecia;SWE;2015;69.75658;2015;#4B4BB0
Mundo;OWID_WRL;2015;14.884314;2015;#ABBABA
Tailandia;THA;2015;4.3159814;2015;#4B4BB0
Trinidad y Tobago;TTO;2015;0.006761992;2015;#720034
Turquía;TUR;2015;14.110687;2015;#720034
Taiwán (China);TWN;2015;8.84639;2015;#720034
Ucrania;UKR;2015;24.520107;2015;#608584
Estados Unidos;USA;2015;15.890926;2015;#608584
Uzbekistán;UZB;2015;3.013055;2015;#608584
Venezuela;VEN;2015;20.805847;2015;#FF7B03
Vietnam;VNM;2015;18.646856;2015;#FF7B03
Sudáfrica;ZAF;2015;3.5884633;2015;#FF7B03
Australia;AUS;2016;7.1855173;2016;#C43E3E
Austria;AUT;2016;35.69875;2016;#4B4BB0
Azerbaiyán;AZE;2016;3.331108;2016;#720034
Bélgica;BEL;2016;22.241457;2016;#608584
Bangladesh;BGD;2016;0.7727132;2016;#608584
Bulgaria;BGR;2016;28.825388;2016;#FF7B03
Bielorrusia;BLR;2016;0.42177868;2016;#FF7B03
Canadá;CAN;2016;36.202087;2016;#006CBA
Suiza;CHE;2016;49.890896;2016;#000000
China;CHN;2016;13.278741;2016;#C43E3E
Colombia;COL;2016;25.639427;2016;#C43E3E
República Checa;CZE;2016;20.034657;2016;#4B4BB0
Alemania;DEU;2016;20.31762;2016;#4B4BB0
Dinamarca;DNK;2016;27.45463;2016;#720034
Argelia;DZA;2016;0.14580713;2016;#720034
Ecuador;ECU;2016;23.698437;2016;#608584
Egipto;EGY;2016;4.131468;2016;#608584
España;ESP;2016;28.08074;2016;#FF7B03
Estonia;EST;2016;6.731134;2016;#FF7B03
Finlandia;FIN;2016;44.53581;2016;#000000
Francia;FRA;2016;48.378597;2016;#000000
Reino Unido;GBR;2016;19.225449;2016;#C43E3E
Grecia;GRC;2016;13.662956;2016;#C43E3E
Hong Kong (China);HKG;2016;0.102308966;2016;#4B4BB0
Croacia;HRV;2016;23.881334;2016;#4B4BB0
Hungría;HUN;2016;20.817377;2016;#720034
Indonesia;IDN;2016;5.699784;2016;#720034
India;IND;2016;8.27244;2016;#608584
Irlanda;IRL;2016;11.98436;2016;#608584
Irán;IRN;2016;2.0292344;2016;#608584
Israel;ISR;2016;1.8407775;2016;#FF7B03
Italia;ITA;2016;17.231768;2016;#ABBABA
Japón;JPN;2016;8.938181;2016;#ABBABA
Kazajistán;KAZ;2016;4.44766;2016;#006CBA
República de Corea;KOR;2016;13.736086;2016;#006CBA
Lituania;LTU;2016;9.965918;2016;#C43E3E
Luxemburgo;LUX;2016;5.4342875;2016;#C43E3E
Letonia;LVA;2016;22.235506;2016;#4B4BB0
Marruecos;MAR;2016;5.5828094;2016;#4B4BB0
México;MEX;2016;7.1158977;2016;#4B4BB0
República del Norte de Macedonia;MKD;2016;18.148567;2016;#720034
Malasia;MYS;2016;5.2339373;2016;#720034
Países Bajos;NLD;2016;5.292908;2016;#720034
Noruega;NOR;2016;70.526054;2016;#608584
Nueva Zelanda;NZL;2016;38.975163;2016;#608584
Pakistán;PAK;2016;12.543639;2016;#FF7B03
Perú;PER;2016;24.635092;2016;#FF7B03
Filipinas;PHL;2016;13.009485;2016;#006CBA
Polonia;POL;2016;6.0504937;2016;#006CBA
Portugal;PRT;2016;29.276424;2016;#006CBA
Rumania;ROU;2016;27.270899;2016;#000000
Rusia;RUS;2016;12.387833;2016;#000000
Eslovaquia;SVK;2016;31.518919;2016;#C43E3E
Eslovenia;SVN;2016;35.74344;2016;#C43E3E
Suecia;SWE;2016;68.34475;2016;#4B4BB0
Argentina;ARG;2016;12.31635;2016;#FF7B03
Brasil;BRA;2016;44.165867;2016;#006CBA
Chile;CHL;2016;20.180143;2016;#000000
Tailandia;THA;2016;4.72746;2016;#4B4BB0
Trinidad y Tobago;TTO;2016;0.007576387;2016;#720034
Mundo;OWID_WRL;2016;15.32597;2016;#ABBABA
Turquía;TUR;2016;14.547007;2016;#720034
Taiwán (China);TWN;2016;8.268468;2016;#720034
Ucrania;UKR;2016;22.212666;2016;#608584
Estados Unidos;USA;2016;16.75473;2016;#608584
Uzbekistán;UZB;2016;3.568016;2016;#608584
Venezuela;VEN;2016;20.002008;2016;#FF7B03
Vietnam;VNM;2016;19.181913;2016;#FF7B03
Sudáfrica;ZAF;2016;4.178922;2016;#FF7B03
Australia;AUS;2017;6.7429633;2017;#C43E3E
Austria;AUT;2017;34.537975;2017;#4B4BB0
Azerbaiyán;AZE;2017;3.0345747;2017;#720034
Bélgica;BEL;2017;22.121187;2017;#608584
Bangladesh;BGD;2017;0.85236263;2017;#608584
Bulgaria;BGR;2017;26.63935;2017;#FF7B03
Bielorrusia;BLR;2017;0.7627388;2017;#FF7B03
Canadá;CAN;2017;36.132683;2017;#006CBA
Suiza;CHE;2017;49.024372;2017;#000000
China;CHN;2017;14.020756;2017;#C43E3E
Colombia;COL;2017;30.291828;2017;#C43E3E
República Checa;CZE;2017;21.252264;2017;#4B4BB0
Alemania;DEU;2017;21.253159;2017;#4B4BB0
Dinamarca;DNK;2017;32.161762;2017;#720034
Argelia;DZA;2017;0.24701828;2017;#720034
Ecuador;ECU;2017;28.488995;2017;#608584
Egipto;EGY;2017;3.8699899;2017;#608584
España;ESP;2017;24.91084;2017;#FF7B03
Estonia;EST;2017;7.1341367;2017;#FF7B03
Finlandia;FIN;2017;46.300705;2017;#000000
Francia;FRA;2017;47.446007;2017;#000000
Reino Unido;GBR;2017;20.887016;2017;#C43E3E
Grecia;GRC;2017;12.053656;2017;#C43E3E
Hong Kong (China);HKG;2017;0.1141411;2017;#4B4BB0
Croacia;HRV;2017;20.280275;2017;#4B4BB0
Hungría;HUN;2017;19.832886;2017;#720034
Indonesia;IDN;2017;5.550623;2017;#720034
India;IND;2017;8.716965;2017;#608584
Irlanda;IRL;2017;14.194337;2017;#608584
Irán;IRN;2017;2.1693943;2017;#608584
Iraq;IRQ;2017;0.9941117;2017;#608584
Israel;ISR;2017;1.8379426;2017;#FF7B03
Italia;ITA;2017;16.370815;2017;#ABBABA
Japón;JPN;2017;10.142102;2017;#ABBABA
Kazajistán;KAZ;2017;3.990229;2017;#006CBA
República de Corea;KOR;2017;12.83264;2017;#006CBA
Lituania;LTU;2017;11.260349;2017;#C43E3E
Luxemburgo;LUX;2017;6.6963987;2017;#C43E3E
Letonia;LVA;2017;30.942255;2017;#4B4BB0
Marruecos;MAR;2017;5.275795;2017;#4B4BB0
México;MEX;2017;7.3266783;2017;#4B4BB0
República del Norte de Macedonia;MKD;2017;11.817234;2017;#720034
Malasia;MYS;2017;6.66239;2017;#720034
Países Bajos;NLD;2017;5.837939;2017;#720034
Noruega;NOR;2017;70.311775;2017;#608584
Nueva Zelanda;NZL;2017;37.033337;2017;#608584
Pakistán;PAK;2017;11.794717;2017;#FF7B03
Perú;PER;2017;28.8025;2017;#FF7B03
Filipinas;PHL;2017;12.526378;2017;#006CBA
Polonia;POL;2017;6.190997;2017;#006CBA
Portugal;PRT;2017;21.441805;2017;#006CBA
Rumania;ROU;2017;25.05844;2017;#000000
Rusia;RUS;2017;12.473295;2017;#000000
Eslovaquia;SVK;2017;30.060268;2017;#C43E3E
Eslovenia;SVN;2017;35.05303;2017;#C43E3E
Suecia;SWE;2017;69.66473;2017;#4B4BB0
Tailandia;THA;2017;5.4587784;2017;#4B4BB0
Trinidad y Tobago;TTO;2017;0.007098068;2017;#720034
Argentina;ARG;2017;12.547355;2017;#FF7B03
Brasil;BRA;2017;43.811283;2017;#006CBA
Chile;CHL;2017;22.318325;2017;#000000
Turquía;TUR;2017;13.240314;2017;#720034
Mundo;OWID_WRL;2017;15.6531725;2017;#ABBABA
Taiwán (China);TWN;2017;6.4267406;2017;#720034
Ucrania;UKR;2017;25.435728;2017;#608584
Estados Unidos;USA;2017;17.462856;2017;#608584
Uzbekistán;UZB;2017;3.9723732;2017;#608584
Venezuela;VEN;2017;21.940296;2017;#FF7B03
Vietnam;VNM;2017;24.208345;2017;#FF7B03
Sudáfrica;ZAF;2017;4.7483196;2017;#FF7B03
Australia;AUS;2018;8.278479;2018;#C43E3E
Austria;AUT;2018;34.527843;2018;#4B4BB0
Azerbaiyán;AZE;2018;3.0657055;2018;#720034
Bélgica;BEL;2018;17.703709;2018;#608584
Bangladesh;BGD;2018;0.706803;2018;#608584
Bulgaria;BGR;2018;31.298117;2018;#FF7B03
Bielorrusia;BLR;2018;0.6259269;2018;#FF7B03
Canadá;CAN;2018;35.12247;2018;#006CBA
